token,surprisal
 have,5.410955905914307
 made,7.083596706390381
 an,4.895010948181152
 error,3.5949130058288574
 in,2.0464630126953125
 your,1.0384119749069214
 input,6.9319868087768555
 syntax,10.02869987487793
.,1.3933202028274536
 The,4.4896697998046875
 error,4.526722431182861
 occurs,7.007919788360596
 at,5.347959041595459
 line,3.7434728145599365
 3,6.024479389190674
 column,16.203475952148438
 95,11.599738121032715
.,2.0122766494750977
 The,4.059864044189453
 expression,6.722316741943359
 expected,10.683989524841309
 after,8.578243255615234
 this,3.985459804534912
 token,10.085862159729004
 is,1.2447341680526733
" """,5.861817836761475
s,8.823637962341309
""".",5.843546390533447
 The,3.4095981121063232
 problem,9.494258880615234
 may,5.311659812927246
 lie,9.714935302734375
 within,5.3858642578125
 the,0.8819946050643921
 parentheses,6.834794044494629
 encl,8.49105453491211
osing,0.00580386258661747
 the,0.7251525521278381
 word,6.827877044677734
" """,1.752736210823059
rich,16.18960952758789
""".",1.0312227010726929
 To,6.217693328857422
 correct,3.818756103515625
",",6.6096086502075195
 change,5.917200088500977
 to,6.054083347320557
:,5.8409647941589355
 rich,10.283863067626953
 cer,22.973093032836914
ule,6.225391864776611
an,0.1666010618209839
 vault,16.681493759155273
 of,6.609865188598633
 heaven,8.853988647460938
 enc,12.62197494506836
ir,1.0845656394958496
cled,0.4237854480743408
 the,8.569531440734863
 might,15.348963737487793
 warrior,19.97924041748047
 of,4.855367183685303
 Aval,15.206642150878906
o,8.973691940307617
