token,surprisal
 on,7.336256980895996
 licence,17.186309814453125
 to,4.171663761138916
 attend,7.428657054901123
 an,4.880056858062744
 appeal,9.472569465637207
 against,4.650457859039307
 his,2.269564151763916
 conviction,1.7586638927459717
 for,2.7989931106567383
 the,4.537548065185547
 murder,3.0329532623291016
 of,0.23477259278297424
 Linda,11.007681846618652
 Smith,6.785143852233887
 in,3.2184388637542725
 2003,6.27274751663208
.,0.5679888129234314
"
",0.7058610916137695
"
",0.0005454600905068219
K,8.21151351928711
err,7.5245866775512695
",",3.3890230655670166
 now,4.633147716522217
 49,5.955512523651123
",",0.0920557901263237
 was,1.8643652200698853
 rear,13.346558570861816
rest,0.13446097075939178
ed,0.005293522495776415
 at,4.0380473136901855
 a,2.939833402633667
 hotel,8.551665306091309
 in,1.1884102821350098
 Sheffield,8.28875732421875
",",3.6892993450164795
 where,3.1795272827148438
 he,0.5000640153884888
 had,3.277860641479492
 been,1.366705298423767
 staying,1.975132942199707
 with,2.640856981277466
 a,3.769301414489746
 woman,6.245710372924805
 who,2.477874517440796
 was,2.1803996562957764
 not,5.654921531677246
 named,6.538341045379639
 in,1.220597267150879
 court,2.3359768390655518
 documents,3.6027169227600098
.,0.581044614315033
 He,3.790710926055908
 was,1.0659369230270386
 due,8.202438354492188
 to,0.1625460684299469
 appear,1.1949539184570312
 before,2.5584073066711426
 Hull,11.538750648498535
 Crown,0.6021943092346191
 Court,0.012507409788668156
 on,0.6835611462593079
 Monday,4.006924152374268
 but,6.052905559539795
 was,1.356319546699524
 rem,5.788794040679932
anded,0.0004917822079733014
 in,1.668088436126709
 custody,0.055331721901893616
 until,3.269669532775879
 the,3.5927979946136475
 case,4.775639057159424
 resumes,8.428693771362305
 next,3.503732681274414
 week,1.2898222208023071
.,0.17551161348819733
 Kerr,9.441476821899414
 was,2.096998691558838
 jailed,5.109496116638184
 for,0.3679039180278778
 life,3.9131367206573486
 in,2.209969997406006
 2003,3.7992074489593506
 for,2.3428702354431152
 the,1.0700674057006836
 murder,1.3380714654922485
 of,0.12471972405910492
 45,13.233610153198242
-,0.02735968306660652
year,0.00125386833678931
-,0.006272494792938232
old,0.0011576495599001646
 Ms,6.409690856933594
 Smith,0.1870516538619995
",",2.282208204269409
 from,8.0618257522583
 Hess,15.057669639587402
le,3.5555479526519775
",",2.33371639251709
 near,5.786617279052734
 Hull,6.678236961364746
.,0.7681186199188232
 She,5.367628574371338
 died,3.3751933574676514
 after,3.8040249347686768
 being,1.5694094896316528
 str,2.8127076625823975
angled,0.0009271983872167766
 and,3.8445870876312256
 her,2.882523775100708
 body,0.3846583068370819
 was,1.423780083656311
 found,0.9620161056518555
 hidden,8.57159423828125
 in,0.8670852184295654
 a,0.8016628623008728
 cup,7.883641719818115
board,0.01608309894800186
 in,1.4631729125976562
 a,2.148648977279663
 flat,5.2882208824157715
 in,1.141028642654419
 St,8.250061988830566
 Andrew,6.96341609954834
�,22.566553115844727
�,14.355352401733398
s,7.100924015045166
 Qu,9.107789993286133
ay,0.1989208459854126
",",2.5967438220977783
 Hull,7.1029486656188965
",",3.135469913482666
 where,5.22783899307251
 Kerr,1.6121611595153809
 was,1.664444088935852
 staying,2.0025062561035156
 at,3.698460340499878
 the,0.32123473286628723
 time,0.024780359119176865
.,0.472256600856781
"
",1.1628650426864624
"
",0.0008878756198100746
The,3.528545379638672
 appeal,7.678099155426025
 against,1.5912810564041138
 his,1.8773094415664673
 conviction,0.3136642575263977
 was,2.1822590827941895
 heard,2.710028648376465
 last,4.668097019195557
 month,1.4648653268814087
 but,6.264083385467529
 he,5.023440361022949
 was,1.4774318933486938
 again,7.997128486633301
 found,5.7140278816223145
 guilty,0.9533811807632446
 of,1.571651816368103
 murder,2.467334032058716
.,4.338129043579102
 After,6.935291290283203
 the,3.015239953994751
 verdict,3.8410146236419678
",",1.4639309644699097
 Judge,6.83506965637207
 John,4.816039085388184
 Th,9.746978759765625
ack,6.075729846954346
ray,9.759023666381836
 QC,2.9017856121063232
 ordered,5.864084243774414
 that,3.3211607933044434
 Kerr,0.5217552185058594
 be,2.2116401195526123
 released,3.716864824295044
 from,1.7635520696640015
 prison,2.4216768741607666
 on,2.340954065322876
 licence,3.6329116821289062
 to,1.0421079397201538
 attend,0.49434858560562134
 an,0.44199639558792114
 appeal,0.100244902074337
 hearing,9.85133171081543
 in,3.4902093410491943
 November,5.921656608581543
.,0.8584839105606079
 But,7.37755823135376
 after,5.522188663482666
 being,5.049644947052002
 warned,7.541462421417236
 to,4.554234504699707
 stay,3.464395761489868
 in,5.7729339599609375
 Hull,6.246057510375977
 and,4.387518405914307
 not,3.183387279510498
 leave,5.109385013580322
 the,1.6345289945602417
 city,3.418454885482788
 without,8.871423721313477
 permission,2.6564934253692627
",",0.5236022472381592
 he,2.0105271339416504
 fled,7.8720479011535645
.,4.105523109436035
"
",1.1116820573806763
"
",0.0005232660914771259
During,6.320670127868652
 his,1.6833291053771973
 absence,7.283911228179932
",",1.7614842653274536
 police,6.8623433113098145
 launched,7.173497676849365
 a,1.3526103496551514
 man,6.047078609466553
hunt,0.009651286527514458
 and,4.042993068695068
 put,9.654317855834961
 up,4.154298782348633
 posters,4.738766193389893
 offering,8.666339874267578
 a,4.20100212097168
 reward,2.648651599884033
 for,3.398165225982666
 information,0.41628584265708923
 leading,0.5123542547225952
 to,0.11267813295125961
 his,2.5081918239593506
 capture,2.829338312149048
.,0.2915520668029785
 Kerr,1.6058599948883057
 was,1.9857220649719238
 arrested,2.9962167739868164
 at,2.5183162689208984
 a,2.2823145389556885
 hotel,2.64306902885437
 in,0.8509032130241394
 Sheffield,2.7517659664154053
 and,2.736966133117676
 taken,2.67704439163208
 back,6.536599159240723
 to,0.12926870584487915
 Hull,2.81803035736084
.,2.5964527130126953
 No,8.561652183532715
 details,6.743401527404785
 were,2.1130552291870117
 given,2.1512575149536133
 of,3.173752546310425
 the,1.621592402458191
 woman,4.225667476654053
 who,1.3488457202911377
 had,3.787712812423706
 been,1.9974526166915894
 staying,9.031216621398926
 with,1.5127534866333008
 him,1.2261673212051392
.,1.9790546894073486
