token,surprisal
 his,9.2328519821167
 m,11.308859825134277
am,6.558210372924805
 both,15.417149543762207
 were,6.540452003479004
 christ,14.808684349060059
ian,6.513284683227539
",",3.6267635822296143
 as,5.134296417236328
 far,6.981677532196045
 as,0.04539986327290535
 they,4.880467891693115
 were,1.3268295526504517
 concerned,0.466734915971756
 I,9.823749542236328
 would,3.972766160964966
 be,3.9016034603118896
 to,8.550886154174805
.,10.302933692932129
 But,3.984785318374634
 I,2.613051652908325
 didn,5.419427394866943
't,0.0009481938905082643
 want,2.872685432434082
 to,0.6697996258735657
 believe,8.193900108337402
 in,3.216740846633911
 something,7.03792142868042
 without,7.817669868469238
 proof,3.898739814758301
.,1.1677237749099731
 When,7.275599956512451
 the,4.156989097595215
 world,7.928954124450684
 went,5.147391319274902
 under,7.700968265533447
",",2.061410665512085
 they,4.871340274810791
 all,6.133260726928711
 had,4.957777500152588
 their,3.34944748878479
 different,8.778019905090332
 ways,4.886122226715088
 of,0.6423245072364807
 dealing,5.447626113891602
 with,0.11732635647058487
 it,1.0070271492004395
.,0.9524886012077332
 Some,5.937541961669922
 turned,9.905416488647461
 to,1.428514838218689
 religion,4.62022066116333
",",1.7899574041366577
 but,4.548101425170898
 it,5.430373668670654
 wasn,2.8353326320648193
't,0.0006272710743360221
 enough,5.230027675628662
 for,3.0686540603637695
 me,2.646129846572876
.,1.1291886568069458
 I,1.7587729692459106
 wanted,2.986788034439087
 proof,6.156889915466309
.,1.7282676696777344
 I,1.765498399734497
 was,4.659401893615723
 n,14.299091339111328
't,11.925259590148926
 going,2.622166633605957
 to,0.08656416833400726
 follow,6.915139675140381
 someone,6.864121913909912
 just,7.44927453994751
 because,0.5598319172859192
 a,6.911111831665039
 book,5.97288703918457
 said,3.671365976333618
 so,1.5566463470458984
.,0.5865263938903809
 After,8.064023971557617
 a,2.9588825702667236
 few,3.592073678970337
 years,2.0017361640930176
 I,2.8182942867279053
 had,4.302306175231934
 given,8.480366706848145
 up,0.18012984097003937
 on,1.2609851360321045
 finding,8.047881126403809
 any,5.895888328552246
 sort,4.791454315185547
 of,0.001462507643736899
 meaning,9.873523712158203
",",3.953465700149536
 and,1.5583819150924683
 became,7.2091803550720215
 one,6.7411956787109375
 with,1.3650360107421875
 nature,8.60136604309082
.,0.555824875831604
 It,4.613057613372803
 took,3.9874703884124756
 many,7.043229103088379
 more,4.684517860412598
 years,0.325643390417099
 before,3.3994195461273193
 I,0.21642939746379852
 discovered,6.880964756011963
 something,5.5407633781433105
 else,5.372711181640625
 that,4.034587383270264
 could,4.879695892333984
 be,2.5035948753356934
 my,6.620072841644287
 belief,9.937058448791504
;,8.296042442321777
 the,3.950000047683716
 afterlife,8.904030799865723
.,0.29224729537963867
 Now,6.957301616668701
 I,1.2982743978500366
 believe,6.20506477355957
 in,1.6754047870635986
 both,8.239105224609375
",",3.6741225719451904
 religion,11.250304222106934
 and,0.1966722309589386
 an,10.354581832885742
 afterlife,0.03864092379808426
.,0.607648491859436
 There,6.164762496948242
 is,1.665122628211975
 no,1.6670680046081543
 right,7.98988676071167
 or,0.7000377178192139
 wrong,0.006508638616651297
 way,2.263960123062134
 to,0.714468240737915
 find,6.315667152404785
 out,2.2910501956939697
 who,4.665933609008789
 you,1.343788743019104
 are,0.29823338985443115
 and,3.865051031112671
 what,1.4301153421401978
 you,0.5181030631065369
 believe,3.6506881713867188
 in,3.832162618637085
.,0.7865414023399353
