token,surprisal
 and,5.419497489929199
 I,7.652273178100586
 had,5.251608371734619
 to,2.204659938812256
 find,6.291057586669922
 other,7.060567378997803
 accommodations,10.681788444519043
.,1.615883231163025
"
",2.6859378814697266
The,10.524030685424805
 closest,9.81695556640625
 motel,9.049086570739746
 room,6.749152183532715
 would,7.298230171203613
 be,1.2018595933914185
 a,2.8981528282165527
 long,6.9869794845581055
 ride,9.221123695373535
 through,9.163381576538086
 a,3.8183343410491943
 valley,8.586252212524414
 at,7.588057041168213
 6,7.358705520629883
 am,4.599606037139893
.,1.3687583208084106
 S,11.294296264648438
ounded,10.04580020904541
 easy,8.921916007995605
 enough,2.1856346130371094
",",1.3137108087539673
 so,6.438574314117432
 I,0.4239453375339508
 took,4.710864067077637
 off,4.0887932777404785
 with,5.448596954345703
 a,1.909584641456604
 full,7.98338508605957
 tank,7.957362651824951
 of,0.5721218585968018
 gas,2.172555685043335
.,1.567859172821045
 About,9.246075630187988
 halfway,4.727105140686035
 there,4.12453031539917
 it,6.225175857543945
 dawn,6.648871898651123
ed,0.002174983499571681
 on,0.03955918550491333
 me,0.08847561478614807
 that,0.7524595260620117
 I,2.0777461528778076
 forgot,10.873897552490234
 about,3.0419414043426514
 my,2.7168118953704834
 bike,7.79434871673584
 seat,7.077946186065674
 bag,10.112363815307617
.,1.2569659948349
 A,6.422855854034424
 quick,5.551364898681641
 U,12.076517105102539
-,0.5359127521514893
turn,0.4258185625076294
 and,2.197416305541992
 I,0.7440578937530518
 was,1.7039178609848022
 back,1.9995312690734863
 in,1.6291654109954834
 the,1.259398341178894
 city,5.877647876739502
.,0.8729101419448853
"
",1.4498463869094849
Inside,9.952634811401367
 the,2.1212010383605957
 room,6.3386406898498535
 I,1.7318309545516968
 laid,10.064271926879883
 everything,10.057188987731934
 out,1.2670538425445557
 as,7.193830490112305
 well,5.915656566619873
 as,0.6272820830345154
 I,4.588671684265137
 could,0.23455657064914703
.,0.9571107625961304
 The,3.1786863803863525
 toilet,8.130751609802246
ry,7.963754653930664
 bottles,9.239651679992676
",",2.2951724529266357
 my,6.245001792907715
 computer,8.004463195800781
",",0.5873526334762573
 my,1.0235164165496826
 clothes,7.115349292755127
",",0.5036793947219849
 the,4.33452033996582
 camera,8.578990936279297
 gear,5.233546733856201
 and,3.0640785694122314
 the,2.681691884994507
 15,13.209301948547363
 lb,8.924955368041992
 bag,3.065255641937256
 of,1.3750966787338257
 rice,7.388876438140869
.,2.2405169010162354
 Everything,5.322798252105713
 except,6.550718784332275
 for,2.863112688064575
 one,5.876021385192871
 thing,3.0171918869018555
",",4.2925896644592285
 a,3.6464014053344727
 very,8.424388885498047
 important,3.921867847442627
 piece,4.141820907592773
 of,0.18244950473308563
 equipment,3.6881284713745117
 that,3.578301191329956
 made,7.2928466796875
 my,2.470191717147827
 trip,3.2087018489837646
 possible,5.445168495178223
 -,7.689061641693115
 My,8.299234390258789
 bike,3.5267646312713623
 seat,2.015434980392456
!,4.833742618560791
"
",1.0693604946136475
In,6.577052116394043
 the,1.2525959014892578
 morning,3.5715818405151367
",",2.7327065467834473
 I,1.081614375114441
 had,4.031668663024902
 no,6.41914701461792
 choice,4.276761054992676
 but,0.10000470280647278
 to,0.01986687444150448
 ride,5.84583044052124
 on,4.6291093826293945
 my,2.074985980987549
 ass,12.369126319885254
.,1.863525390625
 Not,6.902501583099365
 fun,11.522440910339355
 at,3.1702146530151367
 all,0.08891098201274872
.,1.0270346403121948
 But,5.710612773895264
",",4.868305206298828
 after,5.077292442321777
 two,6.4242844581604
 weeks,4.739444732666016
 on,4.486512660980225
 the,0.7894145846366882
 road,0.8418102264404297
",",0.6915984749794006
 I,0.7607780694961548
 was,2.383230686187744
 determined,6.138197898864746
 to,0.2754070460796356
 get,2.0452651977539062
 back,1.030610203742981
 on,1.6235095262527466
 my,2.2796971797943115
 bike,0.30578675866127014
 again,4.641819000244141
.,0.4721491038799286
"
",1.819413185119629
After,4.611837387084961
 breakfast,9.497719764709473
",",1.2954577207565308
 I,0.4416075348854065
 went,3.6579596996307373
 downstairs,6.330482482910156
 and,1.9916105270385742
 asked,7.242948055267334
 if,4.657662868499756
 there,3.3192529678344727
 were,2.701178550720215
 any,0.33203837275505066
 mot,9.907587051391602
els,0.4433233439922333
 in,2.4428634643554688
 town,1.9550596475601196
 that,2.6598727703094482
 would,2.529205799102783
 allow,3.2795941829681396
 me,0.11011480540037155
 to,0.3164339065551758
 park,5.364677906036377
 my,1.738898515701294
 bicycle,6.1429548263549805
 in,2.1870555877685547
 their,3.7040674686431885
 lobby,5.736276626586914
 during,9.962881088256836
 the,1.4692111015319824
 daytime,5.443082809448242
.,0.3915316164493561
 Yes,6.543803691864014
!,4.157495975494385
 I,2.6597094535827637
 got,4.678617477416992
 lucky,6.681200981140137
.,1.9950636625289917
 The,3.4566261768341064
 manager,8.095722198486328
 allowed,9.01379108428955
 me,0.15759670734405518
 to,0.36469826102256775
 leave,7.218567848205566
 my,3.12119722366333
 bike,0.80056232213974
 outside,6.201048374176025
 his,5.620651721954346
 business,7.91995906829834
 for,5.623392581939697
 a,2.1037628650665283
 week,5.625167369842529
",",2.885145664215088
 while,6.172053337097168
 he,2.2378156185150146
 checked,6.5437469482421875
 with,6.407634735107422
 the,2.2815818786621094
 other,4.643039226531982
 establishments,10.70433521270752
 in,3.67596697807312
 town,0.7190395593643188
.,1.215929388999939
"
",2.0416290760040283
The,3.742612600326538
 next,2.143012046813965
 few,6.444881916046143
 days,0.6388930082321167
 were,1.949460744857788
 spent,3.5012359619140625
 walking,6.649648189544678
 around,1.5072970390319824
 town,2.05706524848938
 and,2.7387306690216064
 finding,5.779687404632568
 food,8.787409782409668
.,2.434483766555786
 It,4.932775020599365
 wasn,3.7290291786193848
