token,surprisal
 insanity,18.148048400878906
 and,1.8842064142227173
 boredom,10.69725513458252
 had,8.108936309814453
 been,2.8342010974884033
 running,8.758313179016113
 rampant,2.0019724369049072
 through,5.268765449523926
 my,4.322118282318115
 head,2.890047550201416
 since,3.934260368347168
 the,2.623992443084717
 moment,5.881167888641357
 I,0.4447096884250641
 decided,8.460182189941406
 to,0.24575695395469666
 undertake,10.280805587768555
 this,3.367701292037964
 task,3.046980142593384
.,0.7174181342124939
 It,4.0921950340271
 was,1.2528122663497925
 obvious,6.1328840255737305
 that,1.0559247732162476
 it,4.997392654418945
 would,2.277456045150757
 be,1.6619709730148315
 the,4.880667209625244
 greatest,6.103982448577881
 con,12.893533706665039
 of,4.9871039390563965
 my,0.5337003469467163
 life,0.14473961293697357
",",1.9252921342849731
 but,2.2362303733825684
 if,7.064911365509033
 they,7.591096878051758
 caught,8.852646827697754
 me,0.8972455859184265
 then,7.413511753082275
 they,3.0077931880950928
 would,0.7565715909004211
 put,7.845290660858154
 me,0.5089091658592224
 away,8.014469146728516
 forever,3.977557897567749
...,7.46061372756958
or,7.047721862792969
 at,2.570646286010742
 least,0.27605101466178894
 until,3.552180767059326
 my,3.9785118103027344
 mind,5.055004596710205
 could,4.127529144287109
 no,6.193945407867432
 longer,0.006911571603268385
 function,4.601358413696289
 properly,2.795837640762329
.,0.415061354637146
