token,surprisal
'm,7.634840965270996
 sorry,5.502118110656738
",",1.8981561660766602
 but,1.6513079404830933
 I,1.6833577156066895
 can,3.7008256912231445
't,0.2169954925775528
 provide,8.513495445251465
 you,1.8333505392074585
 with,0.34782275557518005
 an,4.591261863708496
 article,10.175683975219727
 or,4.700140953063965
 quote,7.974134922027588
 from,3.7014553546905518
 CNN,11.871148109436035
.,2.47849440574646
 It,4.142723560333252
 seems,5.701038360595703
 like,2.1893346309661865
 you,3.2800912857055664
 might,7.291358947753906
 have,2.2224678993225098
 miss,11.704384803771973
pelled,0.38853228092193604
 it,3.38385272026062
 as,6.318901538848877
" """,1.0789365768432617
not,10.34031867980957
"""",5.241816997528076
 instead,6.090929985046387
 of,0.38387274742126465
" """,0.2877904176712036
if,10.614473342895508
""",",4.968010425567627
 which,2.874055862426758
 changes,12.427848815917969
 the,1.1837258338928223
 meaning,2.7126498222351074
 entirely,8.256875038146973
.,0.4225219488143921
"
",2.106581926345825
"
",0.01930360309779644
If,5.31560754776001
 you,0.7716718316078186
 meant,11.299307823181152
 to,2.6036810874938965
 say,1.9901762008666992
",",4.7425689697265625
" """,0.29515188932418823
If,4.277874946594238
 not,6.040250778198242
 for,7.879306793212891
 the,3.554997444152832
 Bible,11.05978012084961
",",0.8127959370613098
 the,4.985647201538086
 bullets,15.698591232299805
 would,0.9240937829017639
 not,3.552044153213501
 have,0.49628862738609314
 gone,4.1822967529296875
 through,1.6430708169937134
 his,7.049197673797607
 heart,3.9038023948669434
",""",1.826745867729187
 I,3.1763129234313965
 can,5.033766269683838
 certainly,6.778084754943848
 help,6.010114669799805
 you,0.3860389292240143
 find,4.932332515716553
 that,3.0864787101745605
 information,6.2128214836120605
.,0.9023594260215759
 Please,7.35983419418335
 provide,7.049346446990967
 more,6.040493011474609
 context,4.867443084716797
 or,5.902905464172363
 details,7.182004928588867
 about,2.8630998134613037
 what,3.049557685852051
 you,1.5063945055007935
're,3.7174718379974365
 looking,5.715676784515381
 for,0.10064851492643356
 so,6.61732816696167
 I,1.5989420413970947
 can,0.13606689870357513
 assist,7.943611145019531
 you,0.30420228838920593
 better,8.424609184265137
.,0.3554866313934326
